occurrence_no,record_type,reid_no,flags,collection_no,identified_name,identified_rank,identified_no,difference,accepted_name,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,reference_no,phylum,class,order,family,genus,lng,lat,cc,state,county,latlng_basis,latlng_precision,geogscale,geogcomments,paleomodel,geoplate,paleoage,paleolng,paleolat,paleomodel2,geoplate2,paleoage2,paleolng2,paleolat2,paleomodel3,geoplate3,paleoage3,paleolng3,paleolat3
198503,occ,,,20478,Mammut americanum,species,47865,,Mammut americanum,species,46016,Irvingtonian,,1.8,0.3,3567,Chordata,Mammalia,Proboscidea,Mammutidae,Mammut,-81.800003,27.9,US,Florida,Polk,based on political unit,1,,,gplates,109,mid,-81.43,28.06,scotese,109,mid,-81.59,27.92,seton,101,mid,-81.61,27.85
198537,occ,,,20479,Mammut americanum,species,47865,,Mammut americanum,species,46016,Irvingtonian,,1.8,0.3,1628,Chordata,Mammalia,Proboscidea,Mammutidae,Mammut,-75.300003,40.200001,US,Pennsylvania,Montgomery,based on political unit,1,,,gplates,101,mid,-74.83,40.33,scotese,101,mid,-75.07,40.22,seton,101,mid,-75.07,40.13
198551,occ,9719.0,,20482,Mammuthus hayi,species,47876,,Mammuthus hayi,species,44254,Irvingtonian,,1.8,0.3,6294,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-82.0,26.9,US,Florida,Charlotte,based on political unit,1,,Alligator Creek,gplates,109,mid,-81.64,27.07,scotese,109,mid,-81.79,26.92,seton,233,mid,-81.81,26.85
198552,occ,9720.0,,20482,Cuvieronius tropicus,species,45410,,Cuvieronius tropicus,species,45650,Irvingtonian,,1.8,0.3,3574,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Cuvieronius,-82.0,26.9,US,Florida,Charlotte,based on political unit,1,,Alligator Creek,gplates,109,mid,-81.64,27.07,scotese,109,mid,-81.79,26.92,seton,233,mid,-81.81,26.85
198567,occ,,,20487,Mammuthus ? sp.,genus,43266,,Mammuthus,genus,43266,Irvingtonian,Rancholabrean,1.8,0.012,2018,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-117.0,33.900002,US,California,Riverside,based on political unit,1,small collection,,gplates,105,mid,-116.58,34.09,scotese,105,mid,-116.69,33.85,seton,106,mid,-116.41,33.6
198619,occ,,,20491,Mammuthus sp.,genus,43266,,Mammuthus,genus,43266,Rancholabrean,,0.3,0.012,3580,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-82.300003,29.1,US,Florida,Marion,based on political unit,1,small collection,1.3 km SE of Reddick,gplates,not computable using this model,mid,,,scotese,not computable using this model,mid,,,seton,not computable using this model,mid,,
198620,occ,,,20491,Mammut americanum,species,47865,,Mammut americanum,species,46016,Rancholabrean,,0.3,0.012,3580,Chordata,Mammalia,Proboscidea,Mammutidae,Mammut,-82.300003,29.1,US,Florida,Marion,based on political unit,1,small collection,1.3 km SE of Reddick,gplates,not computable using this model,mid,,,scotese,not computable using this model,mid,,,seton,not computable using this model,mid,,
198654,occ,,,20494,Cuvieronius tropicus,species,45410,,Cuvieronius tropicus,species,45650,Irvingtonian,,1.8,0.3,2615,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Cuvieronius,-82.199997,27.0,US,Florida,Sarasota,based on political unit,1,,,gplates,109,mid,-81.84,27.17,scotese,109,mid,-81.99,27.02,seton,233,mid,-82.01,26.95
198660,occ,,,20495,Cuvieronius sp.,genus,43244,,Cuvieronius,genus,43244,Rancholabrean,,0.3,0.012,19165,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Cuvieronius,-109.650002,29.683332,MX,Sonora,,stated in text,minutes,local area,"""along the Río Moctezume... between San Clemente de Terapa and El Llano, 13 km south of Moctezuma""; fossils are from ""approximately 20 sublocalities""",gplates,not computable using this model,mid,,,scotese,not computable using this model,mid,,,seton,not computable using this model,mid,,
198661,occ,,,20495,Mammuthus sp.,genus,43266,,Mammuthus,genus,43266,Rancholabrean,,0.3,0.012,19165,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-109.650002,29.683332,MX,Sonora,,stated in text,minutes,local area,"""along the Río Moctezume... between San Clemente de Terapa and El Llano, 13 km south of Moctezuma""; fossils are from ""approximately 20 sublocalities""",gplates,not computable using this model,mid,,,scotese,not computable using this model,mid,,,seton,not computable using this model,mid,,
198676,occ,,,20498,Stegomastodon barbouri,species,51761,recombined as,Morrillia barbouri,species,52217,Irvingtonian,,1.8,0.3,1899,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Morrillia,-101.408096,34.505501,US,Texas,Briscoe,based on nearby landmark,4,outcrop,"head of Rock Creek, 700 ft S of Mayfield Ranch house",gplates,101,mid,-101.05,34.75,scotese,101,mid,-101.2,34.55,seton,101,mid,-101.18,34.5
198677,occ,9741.0,,20498,Mammuthus hayi,species,47876,,Mammuthus hayi,species,44254,Irvingtonian,,1.8,0.3,6294,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-101.408096,34.505501,US,Texas,Briscoe,based on nearby landmark,4,outcrop,"head of Rock Creek, 700 ft S of Mayfield Ranch house",gplates,101,mid,-101.05,34.75,scotese,101,mid,-101.2,34.55,seton,101,mid,-101.18,34.5
198700,occ,,,20500,Mammuthus imperator,species,47877,subjective synonym of,Mammuthus columbi,species,46017,Irvingtonian,,1.8,0.3,1916,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-102.5,42.700001,US,Nebraska,Sheridan,based on political unit,1,small collection,,gplates,101,mid,-102.1,42.94,scotese,101,mid,-102.28,42.74,seton,101,mid,-102.24,42.7
198853,occ,,,20516,Mammuthus imperator,species,47877,subjective synonym of,Mammuthus columbi,species,46017,Irvingtonian,,1.8,0.3,3099,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-97.599998,38.299999,US,Kansas,McPherson,based on political unit,1,,,gplates,101,mid,-97.21,38.53,scotese,101,mid,-97.39,38.34,seton,101,mid,-97.36,38.29
198859,occ,,,20518,Mammuthus sp.,genus,43266,,Mammuthus,genus,43266,Irvingtonian,,1.8,0.3,1794,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-108.800003,33.5,US,New Mexico,Catron,based on political unit,1,,,gplates,101,mid,-108.46,33.76,scotese,133,mid,-108.6,33.55,seton,101,mid,-108.58,33.52
198879,occ,,,20520,Mammuthus sp.,genus,43266,,Mammuthus,genus,43266,Irvingtonian,,1.8,0.3,3567,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-82.599998,29.700001,US,Florida,Gilchrist,based on political unit,1,small collection,,gplates,109,mid,-82.22,29.87,scotese,109,mid,-82.39,29.72,seton,101,mid,-82.4,29.65
198880,occ,,,20520,Mammut americanum,species,47865,,Mammut americanum,species,46016,Irvingtonian,,1.8,0.3,3567,Chordata,Mammalia,Proboscidea,Mammutidae,Mammut,-82.599998,29.700001,US,Florida,Gilchrist,based on political unit,1,small collection,,gplates,109,mid,-82.22,29.87,scotese,109,mid,-82.39,29.72,seton,101,mid,-82.4,29.65
198891,occ,9775.0,,20522,Mammuthus imperator ?,species,47877,subjective synonym of,Mammuthus columbi,species,46017,Irvingtonian,,1.8,0.3,939,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-117.0,33.900002,US,California,Riverside,based on political unit,1,,,gplates,105,mid,-116.58,34.09,scotese,105,mid,-116.69,33.85,seton,106,mid,-116.41,33.6
198903,occ,,,20523,Stegomastodon sp.,genus,43258,,Stegomastodon,genus,43258,Irvingtonian,,1.8,0.3,2431,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Stegomastodon,-99.400002,40.200001,US,Nebraska,Harlan,based on political unit,1,small collection,,gplates,101,mid,-99.0,40.43,scotese,101,mid,-99.18,40.24,seton,101,mid,-99.15,40.19
198913,occ,,,20527,Mammuthus columbi,species,47873,,Mammuthus columbi,species,46017,Irvingtonian,,1.8,0.3,2018,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-117.900002,36.099998,US,California,Inyo,based on political unit,1,small collection,W of Tecopa and Tecopa Hot Springs,gplates,101,mid,-117.59,36.38,scotese,131,mid,-117.55,36.09,seton,178,mid,-117.67,36.14
198957,occ,9790.0,,20530,Mammuthus imperator,species,47877,subjective synonym of,Mammuthus columbi,species,46017,Irvingtonian,,1.8,0.3,6202,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-101.900002,33.700001,US,Texas,Lubbock,based on political unit,1,small collection,"Yellowhouse Canyon, 7.6 km NE of Slaton",gplates,101,mid,-101.54,33.94,scotese,101,mid,-101.69,33.74,seton,101,mid,-101.68,33.7
198978,occ,,,20533,Elephas columbi,species,46017,recombined as,Mammuthus columbi,species,46017,Irvingtonian,,1.8,0.3,1302,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-99.800003,34.0,US,Texas,Foard,based on political unit,1,,,gplates,101,mid,-99.44,34.24,scotese,101,mid,-99.59,34.04,seton,101,mid,-99.58,33.99
198990,occ,9802.0,,20538,Morrillia barbouri,species,48828,,Morrillia barbouri,species,52217,Irvingtonian,,1.8,0.3,6294,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Morrillia,-110.099998,35.799999,US,Arizona,Navajo,based on political unit,1,,"0.15 km N of Taylor, W of Arizona Highway 77",gplates,101,mid,-109.76,36.07,scotese,133,mid,-109.9,35.85,seton,101,mid,-109.87,35.82
198991,occ,,,20538,Mammuthus imperator,species,47877,subjective synonym of,Mammuthus columbi,species,46017,Irvingtonian,,1.8,0.3,2392,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-110.099998,35.799999,US,Arizona,Navajo,based on political unit,1,,"0.15 km N of Taylor, W of Arizona Highway 77",gplates,101,mid,-109.76,36.07,scotese,133,mid,-109.9,35.85,seton,101,mid,-109.87,35.82
198993,occ,,,20539,Mammut ? sp.,genus,43274,,Mammut,genus,43274,Irvingtonian,,1.8,0.3,2597,Chordata,Mammalia,Proboscidea,Mammutidae,Mammut,-104.099998,20.200001,MX,Jalisco,,based on nearby landmark,1,,,gplates,104,mid,-103.8,20.45,scotese,104,mid,-103.91,20.24,seton,215,mid,-103.93,20.2
198999,occ,19149.0,,20540,Mammuthus sp.,genus,43266,,Mammuthus,genus,43266,Blancan,,4.9,1.8,23541,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-116.25,36.0,US,California,Inyo,estimated from map,minutes,local area,"W of Tecopa and Tecopa Hot Springs\nmultiple collections from ""a restricted area in the southeastern portion of the basin"" that is shown on a map (Whistler and Webb 2005)",gplates,101,mid,-115.28,36.84,scotese,131,mid,-115.21,35.98,seton,178,mid,-115.57,36.1
199004,occ,,,20542,Mammuthus sp.,genus,43266,,Mammuthus,genus,43266,Irvingtonian,Rancholabrean,1.8,0.012,2018,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-117.0,34.799999,US,California,San Bernardino,based on political unit,1,small collection,Victorville,gplates,101,mid,-116.69,35.08,scotese,134,mid,-116.8,34.85,seton,101,mid,-116.78,34.84
199009,occ,,,20543,Mammuthus hayi,species,47876,,Mammuthus hayi,species,44254,Irvingtonian,,1.8,0.3,2391,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-122.5,37.700001,US,California,San Mateo,based on political unit,1,small collection,near San Francisco,gplates,not computable using this model,mid,,,scotese,130,mid,-122.16,37.69,seton,not computable using this model,mid,,
199011,occ,,,20545,Mammuthus primigenius,species,47880,,Mammuthus primigenius,species,46027,Irvingtonian,,1.8,0.3,4222,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-111.0,47.200001,US,Montana,Cascade,based on political unit,1,,north of Fort Peck,gplates,101,mid,-110.61,47.47,scotese,101,mid,-110.78,47.25,seton,101,mid,-110.72,47.22
199012,occ,9805.0,,20546,Mammuthus hayi,species,47876,,Mammuthus hayi,species,44254,Irvingtonian,,1.8,0.3,6294,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-106.800003,35.099998,US,New Mexico,Bernalillo,based on political unit,1,small collection,,gplates,101,mid,-106.45,35.36,scotese,133,mid,-106.59,35.14,seton,101,mid,-106.57,35.11
199013,occ,,,20547,Mammuthus sp.,genus,43266,,Mammuthus,genus,43266,Irvingtonian,,1.8,0.3,2320,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-106.800003,35.099998,US,New Mexico,Bernalillo,based on political unit,1,small collection,,gplates,101,mid,-106.45,35.36,scotese,133,mid,-106.59,35.14,seton,101,mid,-106.57,35.11
199016,occ,,,20549,Mammuthus imperator,species,47877,subjective synonym of,Mammuthus columbi,species,46017,Irvingtonian,,1.8,0.3,2320,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-106.800003,35.099998,US,New Mexico,Bernalillo,based on political unit,1,small collection,,gplates,101,mid,-106.45,35.36,scotese,133,mid,-106.59,35.14,seton,101,mid,-106.57,35.11
199026,occ,,,20553,Mammuthus sp.,genus,43266,,Mammuthus,genus,43266,Irvingtonian,,1.8,0.3,3799,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-98.800003,38.900002,US,Kansas,Russell,based on political unit,1,small collection,Smoky Hill River,gplates,101,mid,-98.41,39.13,scotese,101,mid,-98.59,38.94,seton,101,mid,-98.56,38.89
199076,occ,,,20556,Mammut americanum,species,47865,,Mammut americanum,species,46016,Irvingtonian,,1.8,0.3,2896,Chordata,Mammalia,Proboscidea,Mammutidae,Mammut,-96.0,42.0,US,Iowa,Monona,based on political unit,1,,,gplates,101,mid,-95.58,42.22,scotese,101,mid,-95.78,42.04,seton,101,mid,-95.75,41.98
199077,occ,,,20556,Mammuthus sp.,genus,43266,,Mammuthus,genus,43266,Irvingtonian,,1.8,0.3,2896,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-96.0,42.0,US,Iowa,Monona,based on political unit,1,,,gplates,101,mid,-95.58,42.22,scotese,101,mid,-95.78,42.04,seton,101,mid,-95.75,41.98
199088,occ,,,20558,Cuvieronius sp.,genus,43244,,Cuvieronius,genus,43244,Irvingtonian,,1.8,0.3,1794,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Cuvieronius,-106.699997,32.0,US,New Mexico,Dona Ana,based on political unit,1,small collection,,gplates,101,mid,-106.36,32.26,scotese,101,mid,-106.5,32.04,seton,101,mid,-106.49,32.01
199143,occ,,,20561,Mammuthus sp.,genus,43266,,Mammuthus,genus,43266,Irvingtonian,Rancholabrean,1.8,0.012,2018,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-117.0,34.799999,US,California,San Bernardino,based on political unit,1,small collection,Victorville,gplates,101,mid,-116.69,35.08,scotese,134,mid,-116.8,34.85,seton,101,mid,-116.78,34.84
199165,occ,,,20563,Mammuthus hayi,species,47876,,Mammuthus hayi,species,44254,Irvingtonian,,1.8,0.3,1200,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-107.900002,50.700001,CA,Saskatchewan,,based on nearby landmark,1,,coordinates provided by Harington 1978,gplates,101,mid,-107.47,50.96,scotese,101,mid,-107.67,50.75,seton,101,mid,-107.6,50.71
199175,occ,9837.0,,20565,Cuvieronius sp.,genus,43244,,Cuvieronius,genus,43244,Irvingtonian,,1.8,0.3,6294,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Cuvieronius,-100.199997,35.900002,US,Texas,Hemphill,based on political unit,1,,1/2 mi NE of Conatser Ranch,gplates,101,mid,-99.83,36.14,scotese,101,mid,-99.99,35.94,seton,101,mid,-99.97,35.89
199197,occ,,,20568,Mammuthus cf. imperator,species,47877,subjective synonym of,Mammuthus columbi,species,46017,Irvingtonian,,1.8,0.3,6202,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-101.900002,35.0,US,Texas,Randall,based on political unit,1,small collection,"Newton Harrell/Bill Howse Ranch, 6.4 km S and 19 km E of Canyon",gplates,101,mid,-101.54,35.24,scotese,101,mid,-101.69,35.04,seton,101,mid,-101.67,35.0
199224,occ,35586.0,,20569,Mammut pacificus,species,384021,,Mammut pacificus,species,384021,Late Pleistocene,,0.126,0.0117,35474,Chordata,Mammalia,Proboscidea,Mammutidae,Mammut,-112.900002,42.799999,US,Idaho,Power,based on political unit,1,,,gplates,not computable using this model,mid,,,scotese,not computable using this model,mid,,,seton,not computable using this model,mid,,
199225,occ,9846.0,,20569,Mammuthus columbi,species,47873,,Mammuthus columbi,species,46017,Late Pleistocene,,0.126,0.0117,6225,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-112.900002,42.799999,US,Idaho,Power,based on political unit,1,,,gplates,not computable using this model,mid,,,scotese,not computable using this model,mid,,,seton,not computable using this model,mid,,
199273,occ,,,20572,Mammut americanum,species,47865,,Mammut americanum,species,46016,Late Pleistocene,,0.126,0.0117,3567,Chordata,Mammalia,Proboscidea,Mammutidae,Mammut,-82.099998,29.799999,US,Florida,Alachua,based on political unit,1,small collection,,gplates,not computable using this model,mid,,,scotese,not computable using this model,mid,,,seton,not computable using this model,mid,,
199323,occ,,,20576,Mammuthus sp.,genus,43266,,Mammuthus,genus,43266,Late Pleistocene,,0.126,0.0117,1785,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-110.199997,50.900002,CA,Alberta,,based on nearby landmark,1,,Red Deer River,gplates,not computable using this model,mid,,,scotese,not computable using this model,mid,,,seton,not computable using this model,mid,,
199325,occ,,,20577,Mammuthus primigenius,species,47880,,Mammuthus primigenius,species,46027,Late Pleistocene,,0.126,0.0117,2654,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-94.199997,56.5,CA,Manitoba,,based on nearby landmark,1,,"Limestone River, Hudson Bay Lowland",gplates,not computable using this model,mid,,,scotese,not computable using this model,mid,,,seton,not computable using this model,mid,,
199338,occ,,,20580,Mammuthus sp.,genus,43266,,Mammuthus,genus,43266,Late Pleistocene,,0.126,0.0117,3567,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-82.5,27.5,US,Florida,Manatee,based on political unit,1,,,gplates,not computable using this model,mid,,,scotese,not computable using this model,mid,,,seton,not computable using this model,mid,,
199352,occ,,,20581,Parelephas n. sp. floridanus,species,49985,subjective synonym of,Mammuthus columbi,species,46017,Late Pleistocene,,0.126,0.0117,3132,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-82.5,27.5,US,Florida,Manatee,based on political unit,1,small collection,Bradenton,gplates,not computable using this model,mid,,,scotese,not computable using this model,mid,,,seton,not computable using this model,mid,,
199354,occ,,,20583,Mammut americanum,species,47865,,Mammut americanum,species,46016,Late Pleistocene,,0.126,0.0117,1785,Chordata,Mammalia,Proboscidea,Mammutidae,Mammut,-60.799999,46.200001,CA,Nova Scotia,,based on nearby landmark,1,,0.8 km W of Lower Middle River,gplates,not computable using this model,mid,,,scotese,not computable using this model,mid,,,seton,not computable using this model,mid,,
199360,occ,35594.0,,20585,Mammut pacificus,species,384021,,Mammut pacificus,species,384021,Late Pleistocene,,0.126,0.0117,35474,Chordata,Mammalia,Proboscidea,Mammutidae,Mammut,-118.199997,34.0,US,California,Los Angeles,based on political unit,1,small collection,Rolling Hills Estates,gplates,not computable using this model,mid,,,scotese,not computable using this model,mid,,,seton,not computable using this model,mid,,
199361,occ,,,20585,Mammuthus cf. columbi,species,47873,,Mammuthus columbi,species,46017,Late Pleistocene,,0.126,0.0117,2018,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-118.199997,34.0,US,California,Los Angeles,based on political unit,1,small collection,Rolling Hills Estates,gplates,not computable using this model,mid,,,scotese,not computable using this model,mid,,,seton,not computable using this model,mid,,
199376,occ,9859.0,,20586,Mammuthus sp.,genus,43266,,Mammuthus,genus,43266,Late Pleistocene,,0.126,0.0117,6294,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-96.599998,32.799999,US,Texas,Dallas,based on political unit,1,,,gplates,not computable using this model,mid,,,scotese,not computable using this model,mid,,,seton,not computable using this model,mid,,
199396,occ,,,20590,Mammuthus columbi,species,47873,,Mammuthus columbi,species,46017,Late Pleistocene,,0.126,0.0117,1785,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-103.900002,50.799999,CA,Saskatchewan,,based on nearby landmark,1,,,gplates,not computable using this model,mid,,,scotese,not computable using this model,mid,,,seton,not computable using this model,mid,,
199407,occ,,,20591,Mammut americanum,species,47865,,Mammut americanum,species,46016,Late Pleistocene,,0.126,0.0117,1962,Chordata,Mammalia,Proboscidea,Mammutidae,Mammut,-81.066666,31.916668,US,Georgia,Chatham,estimated from map,minutes,,"shown on map as being about 1 km NW of Jones Girls, so coordinate for that collection is used\n""southwestern end of Skidaway Island""",gplates,not computable using this model,mid,,,scotese,not computable using this model,mid,,,seton,not computable using this model,mid,,
199408,occ,,,20591,Mammuthus columbi,species,47873,,Mammuthus columbi,species,46017,Late Pleistocene,,0.126,0.0117,1962,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-81.066666,31.916668,US,Georgia,Chatham,estimated from map,minutes,,"shown on map as being about 1 km NW of Jones Girls, so coordinate for that collection is used\n""southwestern end of Skidaway Island""",gplates,not computable using this model,mid,,,scotese,not computable using this model,mid,,,seton,not computable using this model,mid,,
199500,occ,,,20601,Mammut americanum,species,47865,,Mammut americanum,species,46016,Late Pleistocene,,0.126,0.0117,1786,Chordata,Mammalia,Proboscidea,Mammutidae,Mammut,-64.599998,45.900002,CA,New Brunswick,,based on nearby landmark,1,,,gplates,not computable using this model,mid,,,scotese,not computable using this model,mid,,,seton,not computable using this model,mid,,
