"","baseMean","log2FoldChange","lfcSE","pvalue","padj","gene_name"
"ENSMUSG00000039496",252.522268183693,0.250161981757593,0.340865649993395,0.0943921982310927,0.475634258566525,"Cdnf"
"ENSMUSG00000026655",1052.01773878765,0.0832571517678635,0.25089375417084,0.450794068635141,0.845472693041841,"Fam107b"
"ENSMUSG00000009621",719.293839319785,0.254778603609712,0.297942354747259,0.107196506822042,0.499140708288875,"Vav2"
"ENSMUSG00000109946",306.4324621294,0.0252876265072245,0.214841705639852,0.843430309835369,0.972145260412891,"Brd3os"
"ENSMUSG00000034032",951.111926986257,-0.0191349292866389,0.190941759343536,0.88158143083162,0.979321280058643,"Rpap1"
"ENSMUSG00000019188",9867.07319314992,0.223676846735946,0.228376071947893,0.14263534492803,0.571775516376002,"H13"
"ENSMUSG00000042814",154.844828160054,0.17678641881435,0.210116762774064,0.222836571212957,0.683553553870927,"Mcts2"
"ENSMUSG00000042745",355.656364613372,0.0155452773493152,0.26294248802122,NA,NA,"Id1"
"ENSMUSG00000007659",1141.36815949776,0.245320938005674,0.358003089580275,0.0836194621386998,0.447354466615007,"Bcl2l1"
"ENSMUSG00000027298",742.252141525229,-0.196965257764047,0.212751051816962,0.178441249957964,0.62676714950665,"Tyro3"
"ENSMUSG00000034903",1262.67541010731,1.07383722060168,0.652783644206181,0.00349005674084498,0.0664042418083564,"Cobll1"
"ENSMUSG00000060445",17.3459287780408,0.0919353700738021,0.276054732053107,0.214839392851997,0.674814979734536,"Sycp2"
"ENSMUSG00000049999",389.218471233185,0.136677352763886,0.282225732632282,0.215120853123297,0.674864555385124,"Ppp1r3d"
"ENSMUSG00000070476",698.432314488088,0.359213048048617,0.41728180206578,0.0470802983540281,0.329864683968563,"Fam217b"
"ENSMUSG00000086881",3.96326712452786,0.0620070624966586,0.269695192932096,0.234002567824424,0.69715360068296,"ENSMUSG00000086881"
"ENSMUSG00000083707",2.99971400506911,0.00574736255688401,0.258177021883991,0.918135332985051,NA,"Gm13592"
"ENSMUSG00000039155",71.0789719232365,-0.0193086792427912,0.254006230057489,0.785920960518623,0.960858110590521,"Cdh26"
"ENSMUSG00000061897",13.0369965799206,-0.0219997473720916,0.245984348076201,0.809192312393366,0.967961143498119,"ENSMUSG00000061897"
"ENSMUSG00000027469",829.144393654254,0.209749166267452,0.336242780424067,0.0992240991927172,0.484494037298403,"Tpx2"
"ENSMUSG00000026918",4151.68801582994,0.107999799408145,0.234250934151485,0.411759892531719,0.826723125992437,"Brd3"
"ENSMUSG00000027470",20.86187825715,0.0870389246588133,0.279171943679602,0.132618366931565,0.551916365590784,"Mylk2"
"ENSMUSG00000074676",46.3199308591478,0.151657182252552,0.322799214773854,0.0315260416486794,0.268798741734522,"Foxs1"
"ENSMUSG00000042662",12.7826349026806,0.131246596307671,0.312344577194728,0.006497651121474,0.101647235877327,"Dusp15"
"ENSMUSG00000026917",1340.01675534506,-0.079360814542469,0.189542739050428,0.548831405250522,0.890925799184296,"Wdr5"
"ENSMUSG00000080538",10.3274898354175,0.175969000534017,0.328667271492003,0.0777625780029898,0.429664906246693,"Gm25541"
"ENSMUSG00000085929",18.797995260437,0.0435530177120728,0.257060661923395,0.566805425518835,0.898506526870031,"Gm13421"
"ENSMUSG00000039117",641.376270182387,0.00863237273469593,0.207448018157449,0.949017861855254,0.989657251471586,"Taf4"
"ENSMUSG00000085704",92.3417283794322,0.191632247238506,0.294021945415906,0.160670956987051,0.60031334171049,"4921531C22Rik"
"ENSMUSG00000025314",286.754176322185,0.279163627303852,0.246820200722291,0.0840979016098088,0.448618973124058,"Ptprj"
"ENSMUSG00000039108",2196.9204725266,-0.0752305406619228,0.207396702327015,0.570590044662134,0.899707756858664,"Lsm14b"
"ENSMUSG00000027566",3754.49858083614,0.0127368206581469,0.182858409427178,0.926865411909567,0.986088168867793,"Psma7"
"ENSMUSG00000015846",4129.30739562001,0.151064414486907,0.248086012133233,0.278217068319657,0.737730993927814,"Rxra"
"ENSMUSG00000039086",421.412595723675,0.0456094879033927,0.222036847299698,0.715026538551222,0.944399673040499,"Ss18l1"
"ENSMUSG00000085766",147.621745591449,0.159326895181538,0.279249212278141,0.211423056332451,0.67090617807414,"ENSMUSG00000085766"
"ENSMUSG00000039069",372.828278593317,0.0415335766840301,0.202740098977212,0.753839673966281,0.95514231075498,"Mtg2"
"ENSMUSG00000074673",2.16103455102216,0.0628588821140204,0.271733461869057,0.153214877867982,NA,"Ttll9"
"ENSMUSG00000026657",1881.68686186331,0.318421751368912,0.428928627496679,0.0522796363256154,0.348130154648331,"Frmd4a"
"ENSMUSG00000051329",867.37501876748,0.0144329954647614,0.198385060590999,0.914845560117932,0.985004188637646,"Nup160"
"ENSMUSG00000027472",2514.14294770198,0.544149935263015,0.341838020328456,0.0116837969327063,0.150155426322408,"Pdrg1"
"ENSMUSG00000087355",8.99015543830006,0.128534435054246,0.292309482377867,0.145899486527093,0.576307001278882,"ENSMUSG00000087355"
"ENSMUSG00000102494",4.62377830754675,0.0149793921680072,0.261555481697063,0.713379389238265,0.944108179773158,"ENSMUSG00000102494"
"ENSMUSG00000075318",3.81110069962399,0.0846047423485295,0.277528331156422,0.148504358350585,NA,"Scn2a"
"ENSMUSG00000033943",5534.94670014109,-0.154349919900605,0.202722793904555,0.281677198892792,0.741889847261619,"Mga"
"ENSMUSG00000026837",106152.609031906,-0.0627150630626876,0.193886063614578,0.635994071934441,0.922024731368932,"Col5a1"
"ENSMUSG00000086560",98.1522009955642,0.0549885306322554,0.226707969171764,0.654851696682474,0.928151665073299,"ENSMUSG00000086560"
"ENSMUSG00000039050",2239.51195730105,-0.044551339678631,0.182618173469602,0.734945773313754,0.950587316516645,"Osbpl2"
"ENSMUSG00000039449",1156.25884608796,0.107336561941673,0.200154883074274,0.43670881680515,0.838823477108539,"Prpf18"
"ENSMUSG00000039041",503.674706343762,0.208616341802917,0.218144532054698,0.162874693024995,0.603992849911259,"Adrm1"
"ENSMUSG00000008200",3308.1835635822,-0.115813658174354,0.210627708100002,0.399594546304379,0.81907821392686,"Fnbp4"
"ENSMUSG00000026994",20.7946583151069,0.106729933031194,0.293336034648296,0.0291049274446956,0.256844054954809,"Galnt3"
"ENSMUSG00000033902",1675.31695421701,0.169450050944891,0.242855222505071,0.239174158848932,0.703663361134849,"Mapkbp1"
"ENSMUSG00000015647",2513.54294819933,1.42517596256636,0.666719596394895,0.00115735117564885,0.0321078323160545,"Lama5"
"ENSMUSG00000098789",12.2115019563656,0.00592742906835332,0.247231561226828,0.947864753447962,0.989546288034526,"Jmjd7"
"ENSMUSG00000026662",1585.62420291959,0.0617101302867144,0.210028658503356,0.642597479338673,0.923125776916579,"Sephs1"
"ENSMUSG00000003283",22.7191552015326,0.012740244069618,0.26381156069731,NA,NA,"Hck"
"ENSMUSG00000039001",6234.3194737819,-0.494213863351642,0.292462624637892,0.0107321364976489,0.141860166600877,"Rps21"
"ENSMUSG00000092827",23.2982787034867,0.116513117347257,0.273718410850026,0.259305461668697,0.721392843182407,"Mir3091"
"ENSMUSG00000026664",879.099327895709,-0.0669099509342829,0.217083785513995,0.601228501120615,0.910864748921369,"Phyh"
"ENSMUSG00000026833",1247.85298390089,0.961855674250882,0.486473172690547,0.00230308506268022,0.0502126733901058,"Olfm1"
"ENSMUSG00000038990",371.029469383298,0.0756836868536174,0.21282989242767,0.569258121504563,0.899516770796733,"Cables2"
"ENSMUSG00000035829",6.72675348551372,3.15655539093389,1.49211338327884,0.00209122244895631,0.048022967068226,"Ppp1r26"
"ENSMUSG00000026831",35.181943382565,1.96485592375807,0.872617708332252,0.000763279312419816,0.0237333762043021,"Pierce1"
"ENSMUSG00000035772",1186.06099261709,0.157954847743235,0.246694406831393,0.2640921801495,0.725167622244856,"Mrps2"
"ENSMUSG00000082895",14.961645594001,-0.1925904145727,0.327123255659071,0.103035376506971,0.492562599988283,"Rpsa-ps9"
"ENSMUSG00000068040",4964.14818469532,0.0746198052758584,0.179923921967151,0.579458207313388,0.902264520557177,"Tm9sf4"
"ENSMUSG00000034848",1119.71879269643,-0.0266945500051338,0.195256732281961,0.835879908699037,0.970966023833244,"Ttc21b"
"ENSMUSG00000074671",116.33557988988,0.18849045223497,0.30849510812397,0.140065155497722,0.566743987267203,"Tspyl3"
"ENSMUSG00000098488",11.5287917387524,0.0864563277708453,0.262729894204193,0.363627241276467,0.799260227133715,"Pla2g4b"
"ENSMUSG00000026829",3.27884081934038,-0.0844415103333283,0.279059755226775,0.110468694283232,NA,"Gbgt1"
"ENSMUSG00000063611",6.09171730821025,-0.168429094038289,0.333678400220635,0.0394112949233464,0.303058132843326,"ENSMUSG00000063611"
"ENSMUSG00000051413",697.440239868592,0.0250677217092698,0.192600596961207,0.850335001962863,0.972145260412891,"Plagl2"
"ENSMUSG00000074899",3.9730812560174,0.0601513890250417,0.267490767835086,0.300319637635879,0.756173672794,"Sptbn5"
"ENSMUSG00000027293",3482.0738893818,0.175277635194789,0.292389384582947,0.174652089353983,0.619636354013996,"Ehd4"
"ENSMUSG00000046020",3474.32657451826,0.0424500661758084,0.207062600543279,0.747467343728082,0.954116664910289,"Pofut1"
"ENSMUSG00000027568",2.90623488922931,-0.00696406811235607,0.262360690068744,0.819709160545903,NA,"Ntsr1"
"ENSMUSG00000026669",73.8502136844741,-0.0177381583236951,0.255259142144754,0.790151735910541,0.961664762130644,"Mcm10"
"ENSMUSG00000027475",2808.9325532859,0.438349009132617,0.299571074122276,0.0223311084318892,0.220479542599771,"Kif3b"
"ENSMUSG00000073236",94.8569605831547,0.227575385525084,0.369362225462965,0.065000864349525,0.389081401203294,"2500004C02Rik"
"ENSMUSG00000027569",483.880223079311,0.0290786820342143,0.176925942045111,0.82704242482325,0.969428612309179,"Mrgbp"
"ENSMUSG00000042548",2789.70983076792,-0.0374619317188791,0.178832630184919,0.773976146645771,0.959518879544481,"Asxl1"
"ENSMUSG00000049401",2701.99147130018,0.041475481358954,0.192381178903034,0.757673102510102,0.955799064773427,"Ogfr"
"ENSMUSG00000026672",662.898627198234,-0.0174088491930511,0.224920300030911,0.879774468413584,0.978982853887387,"Optn"
"ENSMUSG00000026676",122.2068265901,0.18518733633579,0.259105608888151,0.202101629702778,0.658821512451861,"Ccdc3"
"ENSMUSG00000061411",143.896595126827,1.57150815119754,0.511484410483396,9.38961669733995e-05,0.0052053085251175,"Nol4l"
"ENSMUSG00000039145",347.171572146694,0.0803244041141129,0.24334730662778,0.489599179666738,0.864283863362925,"Camk1d"
"ENSMUSG00000056941",1395.45492760438,0.0517970026080189,0.169321908975829,0.693876538571898,0.939607505977449,"Commd7"
"ENSMUSG00000040812",100.648563515418,-0.196069864748371,0.301171365249714,0.147189083134885,0.577451755163538,"Agbl2"
"ENSMUSG00000027570",47.597685146421,0.14477017711105,0.263518312598725,0.263050098915721,0.724130189112618,"Col9a3"
"ENSMUSG00000039128",2087.21670174711,0.14273538134942,0.213894844583216,0.317411164964155,0.769200417646013,"Cdc123"
"ENSMUSG00000025817",615.51437415854,0.0145788827018824,0.184604900066451,0.914087082199937,0.985004188637646,"Nudt5"
"ENSMUSG00000056718",14.597202551075,0.0016021397498727,0.244575501283806,0.988304144714143,0.997399793598132,"Gm13199"
"ENSMUSG00000026821",3787.06123716016,-0.216491590359731,0.296645383054946,0.135340092894233,0.557410974676315,"Ralgds"
"ENSMUSG00000025816",942.009284396329,-0.0314212571731534,0.189757722059379,0.8094800650533,0.967961143498119,"Sec61a2"
"ENSMUSG00000027282",3669.67033458213,0.1095636162662,0.201511762267667,0.427341475102175,0.834386356496371,"Mtch2"
"ENSMUSG00000026818",3.38899697131992,0.0485374620398267,0.267630546951375,0.238294189032967,NA,"Cel"
"ENSMUSG00000025815",513.420590055094,-0.0112307428715429,0.217086445781715,0.925773553461273,0.985984874991167,"Dhtkd1"
"ENSMUSG00000043241",3288.07643224952,0.261893219352542,0.235491826047359,0.0989536943998866,0.484388012904526,"Upf2"
"ENSMUSG00000026816",1197.56146010266,-0.00567905894414622,0.193550685376633,0.973770790079642,0.99423026039843,"Gtf3c5"
"ENSMUSG00000045319",91.2826476133298,-0.0954446793500592,0.264460607558146,0.333145224852826,0.782214700919756,"Proser2"
"ENSMUSG00000039063",409.163732985412,-0.095474791276606,0.231848819721379,0.451084714125263,0.845530838496861,"Echdc3"
"ENSMUSG00000038914",3282.24630434149,0.11137109714477,0.232409922020243,0.402444982352178,0.821470557797028,"Dido1"
"ENSMUSG00000027573",1088.65420913637,0.0101549716088435,0.181247673226074,0.941128206762055,0.988707661751521,"Gid8"
"ENSMUSG00000023393",183.900488809174,0.102841400649364,0.261692858391703,0.341788141612255,0.787302823288137,"Slc17a9"
"ENSMUSG00000039046",1765.83687150067,0.097376977701944,0.2086775719081,0.476981823840917,0.858245483802542,"Usp6nl"
"ENSMUSG00000027291",2493.54429837981,-0.131471859250559,0.231721164619723,0.332850359050403,0.781979139068084,"Vps39"
"ENSMUSG00000038848",2782.49880631574,0.0115563284682624,0.177508954076752,0.93336562347343,0.987042846542915,"Ythdf1"
"ENSMUSG00000027574",9.14221599192047,0.0277808695105658,0.250937453309875,0.74053322133582,0.952033413652127,"Nkain4"
"ENSMUSG00000034810",22.2343276870994,0.0924995711093968,0.273225967572729,0.255346142105769,0.717110759030578,"Scn7a"
"ENSMUSG00000026812",2219.10787135236,0.0914481659047827,0.218389330410635,0.494228798439289,0.867202581364582,"Tsc1"
"ENSMUSG00000033808",1484.34479043121,-0.0787598842930464,0.16957340153567,0.545223333751922,0.889562130521983,"Tmem87a"
"ENSMUSG00000026809",10.1407450832327,0.00530210167224989,0.253003985935965,0.944565789538886,0.989171641062251,"Spaca9"
"ENSMUSG00000026807",9.10729639495474,0.0269021102585922,0.256182745733901,0.698797641587133,0.941094119177022,"Ak8"
"ENSMUSG00000035666",2245.87519730533,0.0501216353851507,0.180077661868042,0.70713412844618,0.943379046503109,"Gtf3c4"
"ENSMUSG00000027022",44.3312979463714,-0.00877539122757618,0.26368116539882,NA,NA,"Xirp2"
"ENSMUSG00000026806",385.603701385484,0.086863844829588,0.21150781705971,0.51816797072689,0.878803773543583,"Ddx31"
"ENSMUSG00000034780",163.339399347306,-0.135995357522161,0.284464800309077,0.200906738341716,0.657229245357227,"B3galt1"
"ENSMUSG00000079502",6.17522803245084,-0.0358688298735392,0.257033165109206,0.611916376312221,0.914876183665372,"Cfap77"
"ENSMUSG00000083773",1979.39108058513,-0.0552287448015906,0.254297891912081,0.529798174219094,0.885865138660507,"Gm13394"
"ENSMUSG00000062646",1042.15027301547,0.0340013496209088,0.224275850692047,0.781574113237922,0.960413790132578,"Ganc"
"ENSMUSG00000026803",892.77654936491,0.126996777036601,0.216691216007377,0.362858013321148,0.799212698670522,"Ttf1"
"ENSMUSG00000027030",918.852041555505,0.147948498212236,0.26874665619979,0.247748333039253,0.712714316338812,"Stk39"
"ENSMUSG00000043535",4455.08636650513,0.174784375727652,0.192034681658035,0.214839649278748,0.674814979734536,"Setx"
"ENSMUSG00000086495",4.56805761166841,0.137047241781333,0.308521543795862,0.0533920759147896,0.351871248525207,"ENSMUSG00000086495"
"ENSMUSG00000027575",3063.03341387266,-0.0543624742200288,0.195195160657717,0.680191245987023,0.936349902258169,"Arfgap1"
"ENSMUSG00000070461",606.921689527158,0.416737886515329,0.22556066431648,0.0135439235849422,0.163302532125016,"ENSMUSG00000070461"
"ENSMUSG00000027035",3836.29639465658,0.444310435845926,0.348188119998199,0.0271702251134212,0.246883107980677,"Cers6"
"ENSMUSG00000103233",4.41754990474817,0.0776646236097372,0.2730361368069,0.214234741376087,0.674272112345726,"ENSMUSG00000103233"
"ENSMUSG00000103747",3.77045031275557,0.0142100621738368,0.261125791411998,0.741185159343911,NA,"ENSMUSG00000103747"
"ENSMUSG00000103546",7.38725304280985,0.0595393833323408,0.264184436908233,0.383530324054267,0.811444909768163,"ENSMUSG00000103546"
"ENSMUSG00000102662",10.8386182324302,0.00074179245785479,0.250684495450129,0.994716507317962,0.998881530252165,"ENSMUSG00000102662"
"ENSMUSG00000034738",35.810753349702,-0.196637956155702,0.326611725075818,0.106249950751795,0.497605278577777,"Nostrin"
"ENSMUSG00000035513",219.474780486497,2.38592603436741,0.371633613126392,7.12049612799236e-12,3.99869800739256e-09,"Ntng2"
"ENSMUSG00000079499",225.375481753931,1.88663562503101,0.33263900824915,7.55334495243651e-10,2.49961765461703e-07,"6530402F18Rik"
"ENSMUSG00000002102",4894.78810284655,0.357814950298939,0.236717532371696,0.0345302809156379,0.281776823394364,"Psmc3"
"ENSMUSG00000026799",504.100793067608,0.343139628378087,0.339609086868909,0.0547129247024006,0.356393645196797,"Med27"
"ENSMUSG00000016356",113.196976421217,-0.109707412873704,0.267956716325552,0.294816863218917,0.751827027344432,"Col20a1"
"ENSMUSG00000005233",98.0436025049162,0.109823678444361,0.270135660643264,0.285089834057045,0.745117201133244,"Spc25"
"ENSMUSG00000027577",4.75409741842447,0.047829715153129,0.262280616176,0.449879232921141,0.845211064932541,"Chrna4"
"ENSMUSG00000027478",90.4285584466896,-0.121044729400803,0.235520817859605,0.364389351701619,0.799811382858064,"Dnmt3b"
"ENSMUSG00000002105",3316.40177941401,0.577103191557333,0.336096900380301,0.00855895889097249,0.122482336808882,"Slc39a13"
"ENSMUSG00000027479",5498.99675397011,0.11703522998247,0.217577521789114,0.396749651064815,0.817416801918675,"Mapre1"
"ENSMUSG00000044083",58.3262544932704,0.207461888557446,0.279524430319133,0.159466568148825,0.599074486303269,"Efcab8"
"ENSMUSG00000083097",5.31986317598063,0.00256214082302855,0.25229682409973,0.97445977319651,0.99423026039843,"ENSMUSG00000083097"
"ENSMUSG00000002107",4788.47060533393,-0.661977352945508,0.487898893010921,0.0104511000866543,0.139639356024425,"Celf2"
"ENSMUSG00000027048",4.19991937221534,-0.062891345381875,0.266045621645345,0.338158925292792,0.784521933340763,"Abcb11"
"ENSMUSG00000075538",9.78337782194455,-0.113060728851853,0.2797322271806,0.214080728840604,0.674161601698208,"ENSMUSG00000075538"
"ENSMUSG00000062319",11.29074128761,-0.0972290692172418,0.275639154122957,0.230629849923129,0.694174497121232,"ENSMUSG00000062319"
"ENSMUSG00000027068",2791.70713847816,0.142430950832551,0.300647782473003,0.129084139612563,0.546660711905852,"Dhrs9"
"ENSMUSG00000015619",22.9570919824144,-0.116702699887124,0.267250439692352,0.290126941114111,0.749468157305595,"Gata3"
"ENSMUSG00000025782",963.510239325171,-0.0646767957423351,0.180401182923075,0.659582564571767,0.929466005072483,"Taf3"
"ENSMUSG00000103570",3.37899527399408,0.00634691402496481,0.259372953195496,0.899825206917898,NA,"ENSMUSG00000103570"
"ENSMUSG00000074665",3.10990010880917,0.0770063777969025,0.274813452861712,0.164631451418027,NA,"Bpifb4"
"ENSMUSG00000027070",306.524750964234,0.211124051938557,0.372979455616866,0.0403430950533611,0.307037365972205,"Lrp2"
"ENSMUSG00000025781",4698.9461715491,-0.13999351364883,0.193768235365764,0.31816907129348,0.769954195509371,"Atp5f1c"
"ENSMUSG00000037262",397.3697209765,0.0782660737758237,0.185704806058102,0.563193276915021,0.896816932314536,"Kin"
"ENSMUSG00000063145",316.103171203982,0.0545250272673835,0.194141040053679,0.684602942409267,0.937241817262005,"Bbs5"
"ENSMUSG00000075307",7.94052400609468,0.099162672833309,0.280696751623346,0.169560335849097,0.614202414779492,"Klhl41"
"ENSMUSG00000037254",123.630827837194,-1.13114616719664,0.409070035090676,0.000289805118150139,0.0123463642518584,"Itih2"
"ENSMUSG00000039844",6922.82778953,0.111735641011819,0.208924245043514,0.426104695616655,0.833352608797706,"Rapgef1"
"ENSMUSG00000025780",12.4039885240359,-0.0575875279603488,0.255335881706058,0.511696934353243,0.87569496301332,"Itih5"
"ENSMUSG00000027086",381.222023379736,0.0890099806257226,0.224507932948088,0.499382365279884,0.869871523926361,"Fastkd1"
"ENSMUSG00000027487",281.235993753907,0.0264115922677948,0.181411724048431,0.84302108447055,0.972145260412891,"Cdk5rap1"
"ENSMUSG00000027488",1154.47837075951,-0.112567865324743,0.258240916288191,0.337870783778387,0.784521933340763,"Snta1"
"ENSMUSG00000039826",715.602979791909,0.018863056573241,0.199632008907227,0.887390449233887,0.980320005814808,"Trub2"
"ENSMUSG00000061186",254.934530047869,0.0999647568663167,0.246457857869213,0.409493106450133,0.825784069535514,"Sfmbt2"
"ENSMUSG00000042133",3133.14154777416,-0.0351028714637975,0.184920042636718,0.78871609170258,0.961614486466864,"Ppig"
"ENSMUSG00000082345",7.28754546963554,-0.0625113626341445,0.264695484979217,0.367846664430006,0.802340075953708,"ENSMUSG00000082345"
"ENSMUSG00000026798",208.923831238346,0.0407761472729327,0.195651520232676,0.760403630574191,0.956548596479046,"Coq4"
"ENSMUSG00000070883",110.788183789674,-0.119750912306295,0.253764550606592,0.332587874253681,0.781775556274633,"Cfap210"
"ENSMUSG00000059316",1633.3433472352,0.15877213362886,0.235944228829438,0.26707664659124,0.726800891428777,"Slc27a4"
"ENSMUSG00000027088",860.734839807934,0.2959597876371,0.297320223318201,0.0789939244100718,0.432854940025857,"Phospho2"
"ENSMUSG00000069020",1514.6038841131,0.191139020306557,0.185366748065748,0.17339223721723,0.619491987682611,"Urm1"
"ENSMUSG00000039798",36.7043108270757,0.0416636769601919,0.239014838355995,0.702496873910536,0.94198882503455,"ENSMUSG00000039798"
"ENSMUSG00000038533",1566.99609496452,0.0589618260754222,0.190492598676315,0.661809546601522,0.930540089866445,"Cbfa2t2"
"ENSMUSG00000042155",322.450455444214,-0.0886203931548107,0.252754786660283,0.417741984343454,0.828552354411364,"Klhl23"
"ENSMUSG00000039787",3673.38821707837,-0.348769491665936,0.315146536796902,0.051388128190396,0.345170276050895,"Cercam"
"ENSMUSG00000079110",2.46997147079303,0.0231460148472404,0.262367298573343,0.573952897522199,NA,"Capn3"
"ENSMUSG00000027489",30.4969386436815,-0.0726278270539603,0.252338401186173,0.473824589178033,0.856558851242865,"Necab3"
"ENSMUSG00000068882",4886.88232801839,0.0258879478193203,0.191827724339241,0.848124458856714,0.972145260412891,"Ssb"
"ENSMUSG00000038523",37.6019556860857,-0.071668349026853,0.264336108636573,0.364697007902315,0.799811382858064,"1700003F12Rik"
"ENSMUSG00000078129",6.70986007471159,0.0600771705161211,0.263313486417416,0.400411427839583,0.819891162139144,"Actl10"
"ENSMUSG00000051730",248.942207255302,0.00137770903098539,0.18514880436544,0.993464104825499,0.998881530252165,"Mettl5"
"ENSMUSG00000085735",9.19782902267208,-0.00553295844575134,0.247719892589302,0.946846698430797,0.989386708093675,"ENSMUSG00000085735"
"ENSMUSG00000082424",7.99227736519446,-0.00287908632640792,0.257146958754526,0.957862113670337,0.990598127913931,"Gm13292"
"ENSMUSG00000082314",8.98328984881146,-0.0414434911320628,0.260382047533422,0.514395941711759,0.877465536800656,"Gm13296"
"ENSMUSG00000027490",1199.88289941165,0.0728880565093933,0.217144097447094,0.57816598026796,0.901975919380911,"E2f1"
"ENSMUSG00000000876",1057.40410831131,0.0990448450407641,0.216781554005933,0.468197030672602,0.85433510953374,"Pxmp4"
"ENSMUSG00000097602",10.8314505408066,-0.0106733752381066,0.247671449611401,0.899891479721611,0.982634697982751,"ENSMUSG00000097602"
"ENSMUSG00000059842",143.724463825865,-0.183053830565764,0.26238809235478,0.200778755792838,0.657158583954941,"Zfp341"
"ENSMUSG00000027288",11035.948226351,-0.0369024578350552,0.163153580949359,0.760332425374841,0.956548596479046,"Zfp106"
"ENSMUSG00000038467",6843.08758537642,0.0325947708702268,0.177179920554348,0.810493300817892,0.967961143498119,"Chmp4b"
"ENSMUSG00000082064",11.7341788287909,-0.17438075976203,0.318318033001066,0.106291538401521,0.497673345304889,"Rpl5-ps2"
"ENSMUSG00000044308",4659.44127839072,0.231542142319294,0.193493309117305,0.110415243965452,0.507368038970435,"Ubr3"
"ENSMUSG00000027287",1792.60301028574,0.0162004551634379,0.183271191180586,0.906765910961045,0.983488445302578,"Snap23"
"ENSMUSG00000027286",629.946673675708,0.267809522766514,0.244041163663504,0.0940281270665331,0.474323078421294,"Lrrc57"
"ENSMUSG00000047965",16.779891264978,-0.508617357851674,0.775472912191779,0.0193220246531242,0.201505774266572,"ENSMUSG00000047965"
"ENSMUSG00000027596",26.0367144426319,0.129125722408467,0.298285660344264,0.101036342216699,0.487765445330085,"a"
"ENSMUSG00000027285",755.238541654542,0.0876118501621315,0.205957394981889,0.519396977110218,0.879600180919909,"Haus2"
"ENSMUSG00000033705",3528.53148379799,-0.143358820766968,0.260799922096915,0.268816504495142,0.728532825578235,"Stard9"
"ENSMUSG00000027597",11.338716555135,0.0422944088059273,0.250452215666921,0.640081066735335,0.923125776916579,"Ahcy"
"ENSMUSG00000086699",3.65953618818048,-0.0868402087751919,0.279546748729472,0.11910667016126,NA,"ENSMUSG00000086699"
"ENSMUSG00000097025",11.437331518419,0.0960405254976082,0.264586426142755,0.334833174701104,0.7824878175991,"ENSMUSG00000097025"
"ENSMUSG00000027284",596.856286250265,0.0564168124544336,0.211799412504815,0.667429559557208,0.932396641985233,"Cdan1"
"ENSMUSG00000027598",2749.50328894579,0.0919098926121521,0.180773182169052,0.495112944548727,0.867407174170638,"Itch"
"ENSMUSG00000082596",3.64499394282039,-0.0258821490422363,0.258696277011772,0.663411428473689,NA,"Gm14227"
"ENSMUSG00000047459",4949.43474614344,0.163449013159448,0.206453289099347,0.261450670434374,0.722679386021474,"Dynlrb1"
"ENSMUSG00000027602",3053.0989212334,0.105960814714748,0.182706401975874,0.435370728908578,0.837828696587098,"Map1lc3a"
"ENSMUSG00000038383",1031.00692914199,-0.0728934678953305,0.183983988295723,0.584560962637876,0.904154941728589,"Pigu"
"ENSMUSG00000038375",4975.40888858135,0.863086454566073,0.343637283262257,0.000801988610908093,0.0247295389972525,"Trp53inp2"
"ENSMUSG00000014959",7197.73818555382,0.130481856548166,0.222477070086427,0.348278372843239,0.791470380447433,"Gorasp2"
"ENSMUSG00000090100",935.476450776299,0.0365152023347563,0.211221821864859,0.771448838939909,0.959174094816128,"Ttbk2"
"ENSMUSG00000041997",3093.1873210201,0.0848532011771282,0.193477918590238,0.532228343900849,0.886594088267661,"Tlk1"
"ENSMUSG00000087519",11.0555767855862,0.177688008813781,0.331352292585,0.072866319265159,0.415111782545935,"AV039307"
"ENSMUSG00000038369",3651.27413857707,-0.0446255589263915,0.184269888139161,0.73454806999526,0.950442619506715,"Ncoa6"
"ENSMUSG00000080237",7.59354217899114,-0.0401004775457649,0.260966527128411,0.509161187166807,0.874816903446622,"ENSMUSG00000080237"
"ENSMUSG00000027603",170.248339525689,0.126261112734793,0.222554611682312,0.362155231607458,0.79907855127389,"Ggt7"
"ENSMUSG00000027272",2180.165813593,0.152042067169502,0.198777664576912,0.281612114613897,0.741889847261619,"Ubr1"
"ENSMUSG00000026773",3474.34304296581,-0.0633899522092663,0.270875030483503,NA,NA,"Pfkfb3"
"ENSMUSG00000102329",2.988644957689,-0.0454620530020511,0.265874058901274,0.318279696031784,NA,"ENSMUSG00000102329"
"ENSMUSG00000054484",231.740750789962,0.380889798797189,0.241571288218922,0.0260255170280782,0.241031924819762,"Tmem62"
"ENSMUSG00000041975",357.719716813135,0.0614047934629411,0.210981209536917,0.639936483031779,0.923125776916579,"Mettl8"
"ENSMUSG00000037197",2484.85441287311,0.010850257861658,0.201382189199896,0.940558159820032,0.988574658582318,"Rbm17"
"ENSMUSG00000027605",294.633673246483,0.0385281676764739,0.220689835305818,0.75812559361385,0.955799064773427,"Acss2"
"ENSMUSG00000027610",1260.74359099584,0.444909848832771,0.420320701451477,0.0297840411878412,0.260171593609955,"Gss"
"ENSMUSG00000087616",7.86177153268317,0.107543382751101,0.280204689767372,0.202083432649966,0.658821512451861,"ENSMUSG00000087616"
